data,submercado,GWhDia,GWhAcMes,GWhAcAno,MWhDia,MWhAcMes,MWhAcAno
2006-02-25,SE/CO,691,18.346,40.227,,,
2006-02-25,S,177,5.048,11.083,,,
2006-02-25,NE,162,4.266,9.424,,,
2006-02-25,N,77,1.985,4.397,,,
2006-02-25,SIN,1.107,29.645,65.131,,,
2006-02-26,SE/CO,612,18.958,40.839,,,
2006-02-26,S,150,5.198,11.233,,,
2006-02-26,NE,150,4.416,9.574,,,
2006-02-26,N,74,2.059,4.471,,,
2006-02-26,SIN,986,30.631,66.117,,,
2006-02-27,SE/CO,653,19.611,41.492,,,
2006-02-27,S,182,5.380,11.415,,,
2006-02-27,NE,151,4.567,9.725,,,
2006-02-27,N,76,2.134,4.546,,,
2006-02-27,SIN,1.062,31.693,67.179,,,
2006-02-28,SE/CO,643,20.254,42.135,,,
2006-02-28,S,183,5.564,11.599,,,
2006-02-28,NE,151,4.718,9.876,,,
2006-02-28,N,74,2.208,4.620,,,
2006-02-28,SIN,1.051,32.744,68.230,,,
2006-03-01,SE/CO,724,724,42.859,,,
2006-03-01,S,208,208,11.807,,,
2006-03-01,NE,160,160,10.036,,,
2006-03-01,N,77,77,4.696,,,
2006-03-01,SIN,1.169,1.169,69.399,,,
2006-03-02,SE/CO,767,1.491,43.626,,,
2006-03-02,S,215,423,12.022,,,
2006-03-02,NE,171,331,10.207,,,
2006-03-02,N,77,154,4.773,,,
2006-03-02,SIN,1.230,2.399,70.628,,,
2006-03-03,SE/CO,780,2.270,44.406,,,
2006-03-03,S,216,639,12.238,,,
2006-03-03,NE,172,503,10.379,,,
2006-03-03,N,80,233,4.853,,,
2006-03-03,SIN,1.248,3.646,71.876,,,
2006-03-04,SE/CO,716,2.987,45.122,,,
2006-03-04,S,187,826,12.425,,,
2006-03-04,NE,166,669,10.545,,,
2006-03-04,N,78,311,4.930,,,
2006-03-04,SIN,1.147,4.793,73.023,,,
2006-03-05,SE/CO,640,3.626,45.762,,,
2006-03-05,S,155,981,12.580,,,
2006-03-05,NE,154,823,10.699,,,
2006-03-05,N,76,386,5.006,,,
2006-03-05,SIN,1.024,5.817,74.047,,,
2006-03-06,SE/CO,755,4.381,46.517,,,
2006-03-06,S,204,1.185,12.784,,,
2006-03-06,NE,175,998,10.874,,,
2006-03-06,N,81,467,5.087,,,
2006-03-06,SIN,1.215,7.032,75.262,,,
2006-03-07,SE/CO,755,5.139,47.274,,,
2006-03-07,S,212,1.398,12.997,,,
2006-03-07,NE,176,1.174,11.050,,,
2006-03-07,N,81,548,5.168,,,
2006-03-07,SIN,1.225,8.259,76.489,,,
2006-03-08,SE/CO,763,5.902,48.038,,,
2006-03-08,S,219,1.617,13.216,,,
2006-03-08,NE,175,1.350,11.226,,,
2006-03-08,N,80,629,5.248,,,
2006-03-08,SIN,1.238,9.497,77.728,,,
2006-03-09,SE/CO,773,6.674,48.811,,,
2006-03-09,S,221,1.837,13.436,,,
2006-03-09,NE,175,1.525,11.401,,,
2006-03-09,N,81,709,5.329,,,
2006-03-09,SIN,1.249,10.746,78.977,,,
2006-03-10,SE/CO,774,7.448,49.584,,,
2006-03-10,S,213,2.050,13.649,,,
2006-03-10,NE,175,1.700,11.576,,,
2006-03-10,N,81,791,5.410,,,
2006-03-10,SIN,1.243,11.989,80.220,,,
2006-03-11,SE/CO,687,8.135,50.271,,,
2006-03-11,S,181,2.232,13.830,,,
2006-03-11,NE,164,1.864,11.740,,,
2006-03-11,N,76,867,5.486,,,
2006-03-11,SIN,1.108,13.097,81.328,,,
2006-03-12,SE/CO,612,8.746,50.883,,,
2006-03-12,S,154,2.385,13.984,,,
2006-03-12,NE,151,2.015,11.891,,,
2006-03-12,N,75,941,5.561,,,
2006-03-12,SIN,991,14.088,82.318,,,
2006-03-13,SE/CO,732,9.478,51.614,,,
2006-03-13,S,207,2.592,14.191,,,
2006-03-13,NE,168,2.183,12.058,,,
2006-03-13,N,80,1.022,5.642,,,
2006-03-13,SIN,1.187,15.275,83.506,,,
2006-03-14,SE/CO,760,10.238,52.374,,,
2006-03-14,S,217,2.810,14.408,,,
2006-03-14,NE,171,2.354,12.229,,,
2006-03-14,N,81,1.103,5.723,,,
2006-03-14,SIN,1.229,16.504,84.735,,,
2006-03-15,SE/CO,762,11.000,53.137,,,
2006-03-15,S,220,3.030,14.628,,,
2006-03-15,NE,171,2.525,12.401,,,
2006-03-15,N,81,1.184,5.804,,,
2006-03-15,SIN,1.235,17.739,85.970,,,
2006-03-16,SE/CO,767,11.768,53.904,,,
2006-03-16,S,225,3.254,14.853,,,
2006-03-16,NE,173,2.697,12.573,,,
2006-03-16,N,82,1.267,5.886,,,
2006-03-16,SIN,1.247,18.986,87.217,,,
2006-03-17,SE/CO,769,12.537,54.679,,,
2006-03-17,S,227,3.481,15.081,,,
2006-03-17,NE,174,2.871,12.747,,,
2006-03-17,N,82,1.349,5.968,,,
2006-03-17,SIN,1.252,20.238,88.475,,,
2006-03-18,SE/CO,704,13.241,55.383,,,
2006-03-18,S,199,3.680,15.279,,,
2006-03-18,NE,163,3.034,12.910,,,
2006-03-18,N,78,1.427,6.047,,,
2006-03-18,SIN,1.144,21.382,89.619,,,
2006-03-19,SE/CO,625,13.866,56.007,,,
2006-03-19,S,166,3.846,15.445,,,
2006-03-19,NE,149,3.184,13.059,,,
2006-03-19,N,75,1.502,6.122,,,
2006-03-19,SIN,1.014,22.397,90.634,,,
2006-03-20,SE/CO,753,14.619,56.761,,,
2006-03-20,S,213,4.059,15.658,,,
2006-03-20,NE,165,3.349,13.224,,,
2006-03-20,N,80,1.583,6.202,,,
2006-03-20,SIN,1.212,23.609,91.846,,,
2006-03-21,SE/CO,772,15.391,57.533,,,
2006-03-21,S,214,4.273,15.873,,,
2006-03-21,NE,170,3.519,13.395,,,
2006-03-21,N,81,1.664,6.284,,,
2006-03-21,SIN,1.238,24.847,93.084,,,
2006-03-22,SE/CO,777,16.167,58.309,,,
2006-03-22,S,216,4.490,16.089,,,
2006-03-22,NE,171,3.690,13.566,,,
2006-03-22,N,81,1.745,6.365,,,
2006-03-22,SIN,1.246,26.092,94.329,,,
2006-03-23,SE/CO,775,16.943,59.085,,,
2006-03-23,S,215,4.704,16.303,,,
2006-03-23,NE,170,3.860,13.736,,,
2006-03-23,N,81,1.826,6.446,,,
2006-03-23,SIN,1.241,27.333,95.570,,,
2006-03-24,SE/CO,783,17.725,59.867,,,
2006-03-24,S,217,4.921,16.520,,,
2006-03-24,NE,168,4.028,13.904,,,
2006-03-24,N,81,1.907,6.527,,,
2006-03-24,SIN,1.248,28.581,96.818,,,
2006-03-25,SE/CO,715,18.440,60.582,,,
2006-03-25,S,185,5.106,16.705,,,
2006-03-25,NE,159,4.187,14.063,,,
2006-03-25,N,78,1.985,6.605,,,
2006-03-25,SIN,1.137,29.719,97.955,,,
2006-03-26,SE/CO,622,19.062,61.204,,,
2006-03-26,S,149,5.255,16.854,,,
2006-03-26,NE,149,4.337,14.213,,,
2006-03-26,N,75,2.060,6.680,,,
2006-03-26,SIN,995,30.714,98.951,,,
2006-03-27,SE/CO,732,19.794,61.936,,,
2006-03-27,S,196,5.451,17.050,,,
2006-03-27,NE,170,4.507,14.383,,,
2006-03-27,N,80,2.140,6.760,,,
2006-03-27,SIN,1.179,31.893,100.129,,,
2006-03-28,SE/CO,756,20.551,62.693,,,
2006-03-28,S,207,5.658,17.257,,,
2006-03-28,NE,173,4.680,14.556,,,
2006-03-28,N,80,2.220,6.840,,,
2006-03-28,SIN,1.216,33.109,101.346,,,
2006-03-29,SE/CO,759,21.314,63.456,,,
2006-03-29,S,200,5.858,17.457,,,
2006-03-29,NE,172,4.852,14.728,,,
2006-03-29,N,80,2.300,6.920,,,
2006-03-29,SIN,1.212,34.324,102.561,,,
2006-03-30,SE/CO,748,22.061,64.203,,,
2006-03-30,S,199,6.057,17.657,,,
2006-03-30,NE,173,5.025,14.901,,,
2006-03-30,N,79,2.379,6.999,,,
2006-03-30,SIN,1.199,35.522,103.759,,,
2006-03-31,SE/CO,740,22.801,64.942,,,
2006-03-31,S,201,6.258,17.858,,,
2006-03-31,NE,171,5.196,15.072,,,
2006-03-31,N,80,2.459,7.079,,,
2006-03-31,SIN,1.192,36.714,104.951,,,
2006-04-01,SE/CO,672,672,65.614,,,
2006-04-01,S,177,177,18.035,,,
2006-04-01,NE,159,159,15.231,,,
2006-04-01,N,75,75,7.154,,,
2006-04-01,SIN,1.083,1.083,106.034,,,
2006-04-02,SE/CO,599,1.270,66.213,,,
2006-04-02,S,149,327,18.185,,,
2006-04-02,NE,146,305,15.377,,,
2006-04-02,N,73,149,7.228,,,
2006-04-02,SIN,968,2.051,107.002,,,
2006-04-03,SE/CO,723,1.993,66.935,,,
2006-04-03,S,197,524,18.382,,,
2006-04-03,NE,167,471,15.543,,,
2006-04-03,N,80,229,7.308,,,
2006-04-03,SIN,1.167,3.217,108.169,,,
2006-04-04,SE/CO,735,2.728,67.670,,,
2006-04-04,S,206,730,18.588,,,
2006-04-04,NE,170,641,15.713,,,
2006-04-04,N,81,310,7.389,,,
2006-04-04,SIN,1.192,4.409,109.360,,,
2006-04-05,SE/CO,740,3.468,68.410,,,
2006-04-05,S,207,938,18.796,,,
2006-04-05,NE,169,810,15.882,,,
2006-04-05,N,80,390,7.469,,,
2006-04-05,SIN,1.196,5.605,110.556,,,
2006-04-06,SE/CO,748,4.215,69.158,,,
2006-04-06,S,205,1.143,19.001,,,
2006-04-06,NE,171,982,16.053,,,
2006-04-06,N,81,471,7.549,,,
2006-04-06,SIN,1.205,6.810,111.761,,,
2006-04-07,SE/CO,751,4.966,69.909,,,
2006-04-07,S,207,1.349,19.207,,,
2006-04-07,NE,170,1.152,16.224,,,
2006-04-07,N,79,550,7.629,,,
2006-04-07,SIN,1.208,8.018,112.969,,,
2006-04-08,SE/CO,694,5.661,70.603,,,
2006-04-08,S,185,1.534,19.392,,,
2006-04-08,NE,162,1.314,16.386,,,
2006-04-08,N,78,627,7.706,,,
2006-04-08,SIN,1.119,9.136,114.087,,,
2006-04-09,SE/CO,620,6.280,71.223,,,
2006-04-09,S,150,1.685,19.543,,,
2006-04-09,NE,148,1.462,16.533,,,
2006-04-09,N,74,701,7.780,,,
2006-04-09,SIN,992,10.128,115.079,,,
2006-04-10,SE/CO,737,7.018,71.960,,,
2006-04-10,S,194,1.879,19.736,,,
2006-04-10,NE,164,1.625,16.697,,,
2006-04-10,N,80,781,7.860,,,
2006-04-10,SIN,1.175,11.303,116.254,,,
2006-04-11,SE/CO,757,7.774,72.717,,,
2006-04-11,S,201,2.079,19.937,,,
2006-04-11,NE,169,1.795,16.867,,,
2006-04-11,N,80,862,7.941,,,
2006-04-11,SIN,1.207,12.510,117.461,,,
2006-04-12,SE/CO,756,8.531,73.473,,,
2006-04-12,S,205,2.284,20.142,,,
2006-04-12,NE,172,1.966,17.038,,,
2006-04-12,N,80,942,8.021,,,
2006-04-12,SIN,1.213,13.723,118.675,,,
2006-04-13,SE/CO,745,9.276,74.219,,,
2006-04-13,S,201,2.486,20.344,,,
2006-04-13,NE,167,2.133,17.205,,,
2006-04-13,N,79,1.021,8.100,,,
2006-04-13,SIN,1.192,14.915,119.867,,,
2006-04-14,SE/CO,614,9.890,74.832,,,
2006-04-14,S,148,2.634,20.492,,,
2006-04-14,NE,143,2.276,17.348,,,
2006-04-14,N,75,1.095,8.174,,,
2006-04-14,SIN,980,15.895,120.846,,,
2006-04-15,SE/CO,644,10.534,75.476,,,
2006-04-15,S,154,2.788,20.646,,,
2006-04-15,NE,152,2.428,17.500,,,
2006-04-15,N,77,1.172,8.251,,,
2006-04-15,SIN,1.026,16.921,121.872,,,
2006-04-16,SE/CO,600,11.134,76.076,,,
2006-04-16,S,134,2.922,20.780,,,
2006-04-16,NE,145,2.573,17.645,,,
2006-04-16,N,75,1.246,8.325,,,
2006-04-16,SIN,954,17.875,122.827,,,
2006-04-17,SE/CO,714,11.849,76.791,,,
2006-04-17,S,186,3.108,20.966,,,
2006-04-17,NE,165,2.739,17.810,,,
2006-04-17,N,79,1.325,8.404,,,
2006-04-17,SIN,1.144,19.020,123.971,,,
2006-04-18,SE/CO,709,12.557,77.500,,,
2006-04-18,S,196,3.304,21.162,,,
2006-04-18,NE,170,2.908,17.980,,,
2006-04-18,N,78,1.403,8.481,,,
2006-04-18,SIN,1.152,20.172,125.123,,,
2006-04-19,SE/CO,691,13.248,78.191,,,
2006-04-19,S,217,3.521,21.378,,,
2006-04-19,NE,168,3.076,18.148,,,
2006-04-19,N,80,1.483,8.562,,,
2006-04-19,SIN,1.156,21.328,126.278,,,
2006-04-20,SE/CO,713,13.961,78.904,,,
2006-04-20,S,198,3.719,21.576,,,
2006-04-20,NE,167,3.243,18.315,,,
2006-04-20,N,79,1.562,8.641,,,
2006-04-20,SIN,1.158,22.486,127.436,,,
2006-04-21,SE/CO,637,14.598,79.541,,,
2006-04-21,S,171,3.891,21.747,,,
2006-04-21,NE,153,3.396,18.468,,,
2006-04-21,N,76,1.638,8.717,,,
2006-04-21,SIN,1.037,23.523,128.473,,,
2006-04-22,SE/CO,648,15.246,80.189,,,
2006-04-22,S,161,4.052,21.909,,,
2006-04-22,NE,154,3.549,18.621,,,
2006-04-22,N,77,1.716,8.795,,,
2006-04-22,SIN,1.040,24.563,129.513,,,
2006-04-23,SE/CO,604,15.850,80.793,,,
2006-04-23,S,142,4.194,22.051,,,
2006-04-23,NE,146,3.695,18.767,,,
2006-04-23,N,75,1.790,8.869,,,
2006-04-23,SIN,967,25.530,130.480,,,
2006-04-24,SE/CO,728,16.578,81.521,,,
2006-04-24,S,194,4.388,22.245,,,
2006-04-24,NE,164,3.859,18.931,,,
2006-04-24,N,81,1.871,8.950,,,
2006-04-24,SIN,1.167,26.697,131.647,,,
2006-04-25,SE/CO,756,17.334,82.277,,,
2006-04-25,S,202,4.590,22.447,,,
2006-04-25,NE,167,4.026,19.098,,,
2006-04-25,N,80,1.951,9.030,,,
2006-04-25,SIN,1.205,27.901,132.852,,,
2006-04-26,SE/CO,765,18.099,83.042,,,
2006-04-26,S,203,4.793,22.650,,,
2006-04-26,NE,167,4.193,19.265,,,
2006-04-26,N,80,2.032,9.110,,,
2006-04-26,SIN,1.215,29.117,134.067,,,
2006-04-27,SE/CO,753,18.852,83.795,,,
2006-04-27,S,201,4.995,22.851,,,
2006-04-27,NE,170,4.363,19.435,,,
2006-04-27,N,81,2.112,9.191,,,
2006-04-27,SIN,1.205,30.322,135.272,,,
2006-04-28,SE/CO,743,19.595,84.538,,,
2006-04-28,S,201,5.196,23.052,,,
2006-04-28,NE,170,4.533,19.605,,,
2006-04-28,N,82,2.194,9.273,,,
2006-04-28,SIN,1.196,31.518,136.468,,,
2006-04-29,SE/CO,677,20.272,85.215,,,
2006-04-29,S,176,5.371,23.228,,,
2006-04-29,NE,161,4.694,19.765,,,
2006-04-29,N,79,2.273,9.352,,,
2006-04-29,SIN,1.093,32.610,137.560,,,
2006-04-30,SE/CO,599,20.871,85.814,,,
2006-04-30,S,144,5.515,23.372,,,
2006-04-30,NE,144,4.837,19.909,,,
2006-04-30,N,75,2.349,9.428,,,
2006-04-30,SIN,961,33.572,138.522,,,
2006-05-01,SE/CO,593,593,86.407,,,
2006-05-01,S,142,142,23.513,,,
2006-05-01,NE,139,139,20.048,,,
2006-05-01,N,76,76,9.503,,,
2006-05-01,SIN,949,949,139.471,,,
2006-05-02,SE/CO,719,1.312,87.126,,,
2006-05-02,S,188,330,23.701,,,
2006-05-02,NE,163,302,20.211,,,
2006-05-02,N,81,157,9.585,,,
2006-05-02,SIN,1.152,2.101,140.623,,,
2006-05-03,SE/CO,717,2.030,87.843,,,
2006-05-03,S,195,524,23.896,,,
2006-05-03,NE,170,472,20.381,,,
2006-05-03,N,81,238,9.666,,,
2006-05-03,SIN,1.163,3.264,141.786,,,
2006-05-04,SE/CO,713,2.743,88.556,,,
2006-05-04,S,193,718,24.089,,,
2006-05-04,NE,168,640,20.549,,,
2006-05-04,N,81,319,9.747,,,
2006-05-04,SIN,1.155,4.419,142.941,,,
2006-05-05,SE/CO,710,3.452,89.266,,,
2006-05-05,S,193,911,24.282,,,
2006-05-05,NE,169,809,20.718,,,
2006-05-05,N,80,400,9.827,,,
2006-05-05,SIN,1.152,5.571,144.093,,,
2006-05-06,SE/CO,652,4.104,89.917,,,
2006-05-06,S,171,1.082,24.453,,,
2006-05-06,NE,162,970,20.879,,,
2006-05-06,N,78,477,9.905,,,
2006-05-06,SIN,1.062,6.633,145.155,,,
2006-05-07,SE/CO,579,4.683,90.496,,,
2006-05-07,S,143,1.225,24.596,,,
2006-05-07,NE,147,1.118,21.027,,,
2006-05-07,N,75,553,9.980,,,
2006-05-07,SIN,944,7.577,146.099,,,
2006-05-08,SE/CO,693,5.375,91.189,,,
2006-05-08,S,190,1.414,24.786,,,
2006-05-08,NE,165,1.282,21.191,,,
2006-05-08,N,80,633,10.060,,,
2006-05-08,SIN,1.127,8.705,147.227,,,
2006-05-09,SE/CO,712,6.087,91.900,,,
2006-05-09,S,197,1.612,24.983,,,
2006-05-09,NE,166,1.448,21.357,,,
2006-05-09,N,82,715,10.142,,,
2006-05-09,SIN,1.157,9.861,148.383,,,
2006-05-10,SE/CO,716,6.802,92.616,,,
2006-05-10,S,198,1.809,25.181,,,
2006-05-10,NE,163,1.611,21.520,,,
2006-05-10,N,83,797,10.225,,,
2006-05-10,SIN,1.158,11.020,149.542,,,
2006-05-11,SE/CO,710,7.513,93.326,,,
2006-05-11,S,198,2.008,25.379,,,
2006-05-11,NE,166,1.777,21.686,,,
2006-05-11,N,82,879,10.307,,,
2006-05-11,SIN,1.156,12.176,150.698,,,
2006-05-12,SE/CO,707,8.220,94.033,,,
2006-05-12,S,197,2.205,25.577,,,
2006-05-12,NE,169,1.946,21.855,,,
2006-05-12,N,82,961,10.389,,,
2006-05-12,SIN,1.156,13.332,151.854,,,
2006-05-13,SE/CO,650,8.869,94.683,,,
2006-05-13,S,172,2.377,25.748,,,
2006-05-13,NE,161,2.107,22.016,,,
2006-05-13,N,80,1.041,10.469,,,
2006-05-13,SIN,1.062,14.394,152.915,,,
2006-05-14,SE/CO,565,9.434,95.248,,,
2006-05-14,S,139,2.516,25.888,,,
2006-05-14,NE,146,2.252,22.161,,,
2006-05-14,N,76,1.117,10.545,,,
2006-05-14,SIN,926,15.320,153.842,,,
2006-05-15,SE/CO,678,10.112,95.926,,,
2006-05-15,S,188,2.704,26.075,,,
2006-05-15,NE,162,2.415,22.324,,,
2006-05-15,N,82,1.199,10.627,,,
2006-05-15,SIN,1.110,16.430,154.952,,,
2006-05-16,SE/CO,700,10.812,96.626,,,
2006-05-16,S,195,2.899,26.271,,,
2006-05-16,NE,164,2.579,22.488,,,
2006-05-16,N,84,1.283,10.711,,,
2006-05-16,SIN,1.143,17.573,156.095,,,
2006-05-17,SE/CO,706,11.518,97.332,,,
2006-05-17,S,197,3.096,26.467,,,
2006-05-17,NE,163,2.742,22.651,,,
2006-05-17,N,82,1.365,10.792,,,
2006-05-17,SIN,1.147,18.720,157.242,,,
2006-05-18,SE/CO,707,12.226,98.039,,,
2006-05-18,S,198,3.294,26.665,,,
2006-05-18,NE,162,2.903,22.812,,,
2006-05-18,N,83,1.447,10.875,,,
2006-05-18,SIN,1.150,19.870,158.392,,,
2006-05-19,SE/CO,710,12.936,98.749,,,
2006-05-19,S,199,3.493,26.864,,,
2006-05-19,NE,162,3.066,22.975,,,
2006-05-19,N,82,1.529,10.957,,,
2006-05-19,SIN,1.153,21.023,159.545,,,
2006-05-20,SE/CO,651,13.587,99.400,,,
2006-05-20,S,175,3.668,27.039,,,
2006-05-20,NE,154,3.219,23.129,,,
2006-05-20,N,79,1.608,11.035,,,
2006-05-20,SIN,1.058,22.082,160.603,,,
2006-05-21,SE/CO,583,14.169,99.983,,,
2006-05-21,S,144,3.812,27.183,,,
2006-05-21,NE,144,3.364,23.273,,,
2006-05-21,N,75,1.683,11.111,,,
2006-05-21,SIN,946,23.028,161.550,,,
2006-05-22,SE/CO,701,14.870,100.684,,,
2006-05-22,S,189,4.001,27.372,,,
2006-05-22,NE,159,3.522,23.431,,,
2006-05-22,N,82,1.765,11.192,,,
2006-05-22,SIN,1.130,24.158,162.680,,,
2006-05-23,SE/CO,715,15.585,101.399,,,
2006-05-23,S,198,4.198,27.570,,,
2006-05-23,NE,162,3.684,23.593,,,
2006-05-23,N,81,1.846,11.273,,,
2006-05-23,SIN,1.156,25.314,163.836,,,
2006-05-24,SE/CO,709,16.294,102.108,,,
2006-05-24,S,199,4.397,27.769,,,
2006-05-24,NE,162,3.847,23.756,,,
2006-05-24,N,80,1.926,11.354,,,
2006-05-24,SIN,1.150,26.464,164.986,,,
2006-05-25,SE/CO,707,17.002,102.815,,,
2006-05-25,S,197,4.594,27.966,,,
2006-05-25,NE,163,4.010,23.919,,,
2006-05-25,N,80,2.006,11.434,,,
2006-05-25,SIN,1.148,27.612,166.133,,,
2006-05-26,SE/CO,713,17.715,103.528,,,
2006-05-26,S,195,4.789,28.161,,,
2006-05-26,NE,162,4.172,24.081,,,
2006-05-26,N,82,2.088,11.516,,,
2006-05-26,SIN,1.152,28.763,167.285,,,
2006-05-27,SE/CO,658,18.372,104.186,,,
2006-05-27,S,173,4.962,28.334,,,
2006-05-27,NE,153,4.325,24.234,,,
2006-05-27,N,78,2.166,11.594,,,
2006-05-27,SIN,1.063,29.826,168.348,,,
2006-05-28,SE/CO,583,18.956,104.769,,,
2006-05-28,S,144,5.107,28.479,,,
2006-05-28,NE,140,4.465,24.374,,,
2006-05-28,N,78,2.244,11.672,,,
2006-05-28,SIN,945,30.771,169.293,,,
2006-05-29,SE/CO,699,19.655,105.469,,,
2006-05-29,S,195,5.302,28.673,,,
2006-05-29,NE,158,4.623,24.532,,,
2006-05-29,N,83,2.327,11.755,,,
2006-05-29,SIN,1.135,31.907,170.428,,,
2006-05-30,SE/CO,725,20.380,106.199,,,
2006-05-30,S,201,5.503,28.874,,,
2006-05-30,NE,160,4.783,24.692,,,
2006-05-30,N,84,2.411,11.839,,,
2006-05-30,SIN,1.170,33.076,171.603,,,
2006-05-31,SE/CO,727,21.107,106.926,,,
2006-05-31,S,199,5.702,29.072,,,
2006-05-31,NE,159,4.943,24.852,,,
2006-05-31,N,82,2.493,11.921,,,
2006-05-31,SIN,1.168,34.245,172.772,,,
2006-06-01,SE/CO,724,724,107.650,,,
2006-06-01,S,197,197,29.270,,,
2006-06-01,NE,161,161,25.012,,,
2006-06-01,N,83,83,12.004,,,
2006-06-01,SIN,1.165,1.165,173.936,,,
2006-06-02,SE/CO,715,1.439,108.365,,,
2006-06-02,S,196,393,29.465,,,
2006-06-02,NE,162,322,25.174,,,
2006-06-02,N,83,166,12.087,,,
2006-06-02,SIN,1.155,2.320,175.091,,,
2006-06-03,SE/CO,655,2.093,109.020,,,
2006-06-03,S,173,566,29.638,,,
2006-06-03,NE,155,477,25.329,,,
2006-06-03,N,81,247,12.168,,,
2006-06-03,SIN,1.063,3.383,176.154,,,
2006-06-04,SE/CO,579,2.673,109.599,,,
2006-06-04,S,145,711,29.783,,,
2006-06-04,NE,143,620,25.471,,,
2006-06-04,N,78,325,12.246,,,
2006-06-04,SIN,945,4.328,177.100,,,
2006-06-05,SE/CO,695,3.368,110.294,,,
2006-06-05,S,191,902,29.975,,,
2006-06-05,NE,159,779,25.631,,,
2006-06-05,N,83,408,12.329,,,
2006-06-05,SIN,1.129,5.457,178.228,,,
2006-06-06,SE/CO,717,4.084,111.011,,,
2006-06-06,S,197,1.100,30.172,,,
2006-06-06,NE,164,942,25.794,,,
2006-06-06,N,83,491,12.412,,,
2006-06-06,SIN,1.160,6.617,179.389,,,
2006-06-07,SE/CO,720,4.805,111.731,,,
2006-06-07,S,200,1.299,30.372,,,
2006-06-07,NE,164,1.107,25.958,,,
2006-06-07,N,83,574,12.495,,,
2006-06-07,SIN,1.167,7.785,180.556,,,
2006-06-08,SE/CO,720,5.525,112.451,,,
2006-06-08,S,201,1.500,30.573,,,
2006-06-08,NE,162,1.269,26.120,,,
